transaction_amount,transaction_time,distance_from_home_km,merchant_risk_score,device_trust_score,failed_attempts,previous_transactions,account_age_days,online_transaction,international_transaction,is_fraud
43.97,29878,30.78,0.556,0.0,2,9,568,0,1,1
7.51,63405,3.84,0.033,0.829,0,11,237,0,0,0
13.07,4275,29.9,0.103,0.845,0,9,988,1,0,0
12.77,7963,19.9,0.386,0.565,0,9,443,0,0,0
18.07,68181,33.37,0.424,0.765,0,13,1486,1,0,0
273.93,73373,92.69,0.512,0.353,2,10,757,1,1,1
23.9,80940,15.94,0.246,0.832,0,7,1825,1,0,0
32.9,60965,0.73,0.358,1.0,0,13,65,1,0,0
33.74,49760,3.09,0.466,0.704,1,7,607,1,0,0
96.55,73061,11.75,0.29,0.688,0,9,454,1,0,0
17.11,42042,16.41,0.236,0.729,0,8,414,0,0,0
22.69,58318,2.24,0.5,0.537,0,13,142,0,0,0
24.9,25550,43.57,0.191,1.0,0,8,267,1,0,0
67.3,37087,72.99,0.114,0.982,0,11,167,1,0,0
79.46,6953,22.68,0.239,0.864,3,6,341,1,0,0
39.63,21304,1.37,0.528,0.766,0,6,48,0,0,0
72.7,38739,33.56,0.302,0.7,1,8,634,1,0,0
31.25,24987,6.12,0.14,0.963,0,7,1830,1,0,0
23.62,6038,33.07,0.139,0.551,0,13,499,0,0,0
69.61,2775,14.24,0.094,0.837,0,9,1424,1,0,0
40.05,7477,1.37,0.387,0.903,0,16,2037,1,1,0
15.05,71910,8.17,0.298,0.801,0,3,1403,1,1,0
60.22,67819,13.92,0.093,0.798,1,8,692,0,0,0
22.95,17046,33.32,0.201,0.635,0,12,4683,1,0,0
20.81,79427,3.57,0.05,0.937,0,11,1504,0,0,0
55.39,20525,8.46,0.142,0.728,0,9,1205,0,0,0
25.25,41181,2.18,0.226,0.459,2,9,1040,1,0,0
37.01,751,23.92,0.181,0.67,0,11,2205,0,0,0
46.04,14491,16.07,0.298,0.762,0,9,46,0,0,0
14.49,27742,66.13,0.038,0.707,0,8,99,1,0,0
36.89,48736,33.73,0.239,0.886,0,12,2417,0,0,0
79.8,62257,37.61,0.076,0.671,0,12,197,0,0,0
12.61,50420,4.49,0.053,0.658,0,8,1011,0,0,0
38.86,53257,7.75,0.099,0.565,1,11,146,1,0,0
43.18,43096,99.26,0.463,0.026,5,10,475,1,0,1
61.38,31628,0.34,0.404,0.707,0,7,647,0,0,0
60.92,84293,51.03,0.207,0.873,0,5,1166,1,0,0
20.42,76061,37.6,0.048,0.646,0,13,1495,1,0,0
158.81,24790,1.49,0.092,0.505,0,9,182,1,1,0
65.71,75599,47.27,0.191,0.74,0,7,49,0,0,0
47.73,29767,0.11,0.119,0.512,0,3,244,0,0,0
45.63,5327,3.03,0.203,0.767,0,6,602,1,0,0
59.57,58325,1.42,0.03,0.78,1,9,1046,1,0,0
12.23,49553,16.31,0.128,0.54,0,8,577,0,0,0
31.68,63827,38.32,0.101,0.673,0,10,2397,1,0,0
36.84,57225,4.92,0.461,0.987,1,13,988,1,0,0
19.69,58249,36.9,0.453,0.964,0,11,122,1,0,0
39.32,12644,5.11,0.19,0.973,0,11,1922,1,1,0
72.63,31097,116.51,0.1,0.871,0,7,272,1,0,0
19.35,79163,48.01,0.154,0.538,0,5,1057,1,0,0
25.96,31630,33.41,0.053,0.75,0,8,314,0,1,0
14.06,71410,22.39,0.076,0.743,0,10,292,1,0,0
6.49,1106,6.94,0.145,0.667,0,9,666,0,0,0
50.56,79429,3.18,0.155,0.825,1,9,173,1,0,0
26.56,8419,15.42,0.005,1.0,0,8,383,1,0,0
28.16,56329,12.88,0.267,0.981,0,6,118,0,1,0
12.31,40908,28.06,0.033,0.698,0,5,971,0,0,0
130.04,38787,165.93,0.461,0.356,3,9,2294,1,1,1
68.54,54839,16.04,0.452,0.085,0,11,143,0,1,1
27.13,21024,29.55,0.248,0.822,1,5,464,1,0,0
27.75,22755,8.88,0.313,0.944,0,9,1144,0,0,0
32.01,55540,37.85,0.307,0.828,0,5,425,0,0,0
10.08,41574,14.13,0.089,0.923,1,7,207,0,0,0
44.7,28356,4.44,0.102,0.513,0,12,660,1,0,0
9.93,77260,5.42,0.053,0.827,0,8,2280,0,0,0
12.79,9127,8.17,0.213,0.513,0,7,1897,1,0,0
11.71,42704,4.3,0.245,0.843,0,4,491,1,1,0
23.57,78205,20.69,0.257,0.711,0,10,702,1,0,0
20.45,10878,74.47,0.076,0.566,0,7,4033,1,0,0
27.09,41481,56.6,0.329,0.602,0,11,863,0,0,0
13.14,63041,9.78,0.136,0.89,0,10,1525,1,0,0
60.61,65381,50.0,0.227,0.595,0,8,3530,0,0,0
52.84,2205,76.99,0.245,0.592,0,11,2518,0,0,0
23.59,64767,8.71,0.414,0.994,0,9,474,0,0,0
18.49,24401,58.92,0.109,0.585,1,10,977,0,0,0
17.06,33314,149.09,0.269,0.796,0,13,2617,1,0,0
21.16,43513,39.95,0.162,0.69,0,10,1519,1,0,0
21.92,67605,7.59,0.566,0.395,2,9,910,1,0,1
12.58,55362,23.45,0.064,0.827,0,6,696,0,0,0
53.95,56005,11.32,0.416,0.943,2,10,196,1,1,0
34.52,29519,137.8,0.057,0.884,1,9,768,0,1,0
100.23,81507,1.76,0.068,0.759,0,8,248,1,1,0
21.34,52087,55.89,0.134,0.555,0,4,1128,1,0,0
20.3,32784,1.94,0.363,0.889,0,7,680,0,0,0
19.56,2809,1.08,0.057,0.631,0,10,1064,0,0,0
21.0,8519,70.31,0.259,0.659,0,12,61,0,0,0
15.99,42957,50.49,0.036,0.975,0,10,389,0,0,0
33.68,24921,11.22,0.228,0.782,0,13,282,1,0,0
27.75,63727,78.98,0.238,1.0,0,6,576,0,0,0
18.03,67890,49.49,0.114,1.0,0,11,360,0,1,0
69.68,12463,100.22,0.501,0.259,2,13,462,0,1,1
16.56,14648,41.6,0.379,0.527,3,8,316,0,1,1
68.94,80777,79.45,0.265,0.805,0,9,1003,1,0,0
42.37,59726,41.46,0.363,0.547,2,10,2575,1,0,0
49.87,85370,70.32,0.128,1.0,1,7,1705,0,1,0
119.72,20089,8.27,0.096,1.0,0,12,524,1,1,0
49.81,47939,18.99,0.174,0.708,0,13,445,1,0,0
16.98,40475,50.56,0.369,0.9,0,16,840,0,0,0
37.11,2748,21.67,0.224,0.923,1,8,2893,0,0,0
44.75,42316,40.37,0.031,0.674,0,15,152,0,0,0
12.23,42326,90.39,0.215,0.835,1,8,1565,1,0,0
21.59,71948,40.81,0.254,0.853,0,10,941,1,0,0
65.39,73913,9.47,0.226,0.75,1,11,1590,0,0,0
6.3,25342,3.16,0.202,0.711,0,12,487,1,0,0
9.97,57378,7.96,0.142,0.505,1,9,2806,1,1,0
23.54,40871,27.18,0.216,0.686,0,10,451,0,0,0
35.98,70877,0.28,0.112,0.443,0,7,448,1,1,0
9.15,58989,5.26,0.274,0.792,0,12,275,0,0,0
24.5,40708,9.9,0.267,0.748,0,15,1077,0,0,0
68.24,28161,52.03,0.233,1.0,0,11,32,1,0,0
28.64,17181,1.31,0.326,0.804,1,10,839,1,0,0
57.47,23650,1.28,0.361,0.787,0,7,782,1,0,0
16.88,61449,20.06,0.181,0.604,0,6,717,0,0,0
14.18,85576,4.89,0.457,0.578,1,10,1281,1,0,0
53.47,22736,6.93,0.2,0.588,0,7,1784,0,0,0
36.43,75387,5.09,0.179,0.73,0,6,488,1,0,0
10.5,32805,21.78,0.177,0.943,0,9,2066,0,0,0
14.29,14429,1.43,0.411,0.569,0,14,280,1,0,0
94.79,15592,70.34,0.049,0.69,0,3,364,0,0,0
12.94,58230,3.29,0.101,0.828,0,8,44,0,0,0
57.25,62626,75.7,0.365,1.0,0,6,2369,1,0,0
18.49,64139,37.64,0.016,0.949,0,9,538,0,0,0
27.04,43689,44.01,0.065,0.821,0,10,86,1,0,0
34.32,32688,4.74,0.137,0.726,0,13,374,0,0,0
5.05,68990,27.69,0.137,0.768,0,10,1221,1,0,0
8.41,60007,42.47,0.264,0.756,0,12,374,1,1,0
29.05,86156,20.41,0.277,0.637,0,14,225,1,0,0
15.19,46567,20.02,0.214,0.896,0,11,202,0,0,0
60.18,3475,4.34,0.106,0.814,0,6,997,1,0,0
7.5,52529,13.37,0.198,0.743,0,5,910,1,1,0
42.61,21425,4.08,0.113,0.668,0,8,816,1,0,0
9.02,84104,90.17,0.033,0.462,0,7,740,1,0,0
20.46,45830,28.87,0.358,0.706,0,10,3396,0,0,0
11.57,54152,1.24,0.02,0.708,0,15,300,0,0,0
124.21,45673,16.19,0.424,0.671,0,7,3575,0,0,0
9.29,27248,25.4,0.15,0.219,1,13,162,1,0,0
24.59,15169,2.51,0.02,0.741,0,8,1168,1,0,0
6.81,69769,27.34,0.64,0.589,0,8,119,0,0,0
97.48,2462,4.88,0.186,0.562,0,7,573,1,1,0
37.38,19616,13.1,0.099,0.862,0,8,115,1,0,0
31.78,43627,3.6,0.551,0.551,1,9,616,1,1,1
88.19,24430,11.36,0.213,1.0,0,5,135,0,1,0
30.51,31877,11.99,0.253,0.721,0,7,1867,1,0,0
32.32,32014,46.39,0.248,0.833,0,10,71,1,0,0
30.13,53472,9.25,0.184,1.0,1,8,2026,1,0,0
42.56,29392,26.62,0.247,0.735,0,7,3530,0,0,0
18.28,19347,47.29,0.271,0.816,0,16,334,0,1,0
22.84,63935,4.14,0.187,0.738,0,8,1110,1,0,0
51.85,71452,1.18,0.212,0.942,0,12,40,0,0,0
33.85,75706,43.65,0.033,0.86,0,7,500,1,0,0
24.74,78271,20.03,0.273,0.527,0,5,952,1,1,0
8.84,32348,43.96,0.094,0.367,0,8,212,0,0,0
89.88,26539,5.99,0.122,0.737,0,4,1288,1,1,0
15.97,12542,44.69,0.327,0.96,0,14,2533,1,0,0
59.73,22267,2.5,0.412,0.589,0,11,122,1,0,0
31.21,776,53.68,0.143,0.747,0,10,382,0,0,0
9.63,44219,43.22,0.253,0.51,0,8,308,1,1,0
73.83,623,20.94,0.157,0.496,0,4,1924,0,1,0
33.24,62493,23.43,0.319,0.545,0,13,141,1,0,0
78.91,19770,10.61,0.124,0.947,0,11,1744,0,1,0
23.43,14723,5.63,0.229,0.328,1,5,41,1,0,0
47.62,37543,15.19,0.142,0.602,2,7,118,1,0,0
6.62,31327,26.78,0.556,0.455,0,7,302,1,0,0
18.17,61574,161.98,0.084,0.478,0,9,3048,1,0,0
9.79,33829,42.49,0.194,0.948,0,10,1068,0,0,0
20.09,33055,14.24,0.332,0.799,0,8,291,1,0,0
39.55,29764,33.99,0.152,0.81,0,10,278,0,0,0
16.72,52791,2.86,0.248,0.759,0,9,862,1,0,0
54.11,40723,13.41,0.283,0.741,0,9,5138,1,0,0
13.66,22719,13.83,0.265,0.742,0,9,230,1,0,0
55.05,75151,168.64,0.492,0.743,0,8,112,0,0,0
77.31,15882,12.4,0.109,0.758,1,6,365,1,0,0
61.0,78732,2.17,0.13,0.823,0,7,438,0,1,0
20.59,52237,1.74,0.438,0.682,0,11,484,1,0,0
4.95,79445,29.97,0.384,0.849,1,6,148,0,0,0
43.2,27092,8.53,0.073,0.968,0,8,551,1,0,0
24.53,21673,50.8,0.082,0.774,0,3,546,1,0,0
12.39,41638,16.49,0.103,1.0,0,13,3300,1,0,0
17.37,19841,10.03,0.115,0.457,0,9,1367,1,0,0
85.42,35512,35.59,0.177,0.917,0,7,891,1,0,0
10.91,18737,13.51,0.23,0.83,0,15,108,0,1,0
39.43,83568,33.43,0.381,0.633,0,10,3283,0,0,0
32.28,32061,31.3,0.141,0.689,1,11,493,1,1,0
20.37,14689,32.11,0.36,0.865,0,7,780,1,0,0
45.41,37770,48.64,0.117,0.64,0,5,45,1,0,0
100.06,3966,47.16,0.105,1.0,1,11,1434,0,0,0
21.4,51893,27.31,0.056,0.565,0,10,972,1,0,0
22.32,46534,78.64,0.253,0.523,0,10,147,0,0,0
44.6,63130,0.52,0.138,0.985,0,10,1151,1,0,0
56.52,82773,66.63,0.294,0.89,0,10,859,1,0,0
24.48,71871,4.01,0.179,1.0,0,6,809,0,0,0
21.24,19790,5.95,0.275,0.469,0,8,373,1,0,0
4.6,52104,42.51,0.212,0.677,0,11,49,1,0,0
14.55,54215,12.79,0.22,0.608,1,9,253,1,0,0
10.9,13185,13.85,0.147,0.737,1,13,204,0,0,0
46.89,75312,7.57,0.174,0.738,0,10,1238,1,0,0
22.31,10806,6.35,0.098,1.0,1,9,630,0,1,0
21.62,18255,2.81,0.224,0.64,0,12,932,0,0,0
26.92,17010,5.48,0.312,0.867,0,7,98,0,0,0
13.52,4766,20.91,0.288,0.885,1,9,1645,1,0,0
93.93,8217,30.66,0.258,0.718,0,6,215,0,0,0
76.6,35816,33.57,0.062,0.907,0,8,1203,1,0,0
98.94,41581,11.56,0.09,0.759,0,10,353,1,1,0
46.84,74444,63.76,0.093,0.874,1,9,656,1,0,0
26.48,51812,9.96,0.36,0.72,2,6,1001,1,0,0
98.67,73203,2.95,0.32,0.496,0,13,1520,1,0,0
15.72,50893,72.61,0.247,0.744,0,14,852,1,1,0
13.5,40671,19.45,0.183,1.0,0,14,1269,1,0,0
16.76,20117,88.84,0.288,0.772,0,6,2157,0,0,0
41.19,31178,12.51,0.188,0.774,1,10,409,1,0,0
14.74,70000,35.41,0.131,1.0,0,9,582,1,0,0
23.94,60118,2.91,0.276,0.462,1,10,1649,1,0,0
7.53,1845,48.12,0.052,0.755,0,8,61,0,1,0
39.84,77965,4.68,0.268,0.486,0,11,1866,0,0,0
8.06,24019,1.78,0.311,0.609,1,7,196,0,0,0
12.86,82450,2.57,0.343,0.758,0,7,803,1,0,0
71.79,56729,20.38,0.383,0.991,0,10,547,1,0,0
69.7,80698,8.63,0.148,0.666,0,6,431,1,0,0
36.58,56469,81.08,0.111,0.821,0,5,337,0,0,0
33.8,19262,47.88,0.464,0.7,2,5,184,0,1,0
59.69,3404,145.49,0.339,0.627,0,13,738,1,1,1
14.61,64585,41.47,0.236,0.904,0,7,675,0,0,0
20.29,49534,55.34,0.311,1.0,0,13,580,0,0,0
8.08,54162,50.1,0.277,0.858,0,8,274,1,0,0
33.18,48478,65.85,0.155,0.856,0,6,244,1,0,0
28.19,42249,68.09,0.089,0.765,0,13,39,0,0,0
12.85,5068,8.86,0.04,1.0,0,7,2776,0,0,0
95.1,46736,6.2,0.295,0.815,0,11,866,0,0,0
44.06,10229,25.76,0.428,0.733,0,7,995,0,0,0
47.16,77444,3.29,0.249,0.988,0,9,340,0,0,0
18.36,43412,5.93,0.032,0.921,0,7,3857,1,0,0
27.08,44454,37.07,0.305,0.585,0,9,914,1,0,0
44.79,68550,26.2,0.298,0.927,0,12,1383,0,0,0
30.64,36942,26.31,0.323,0.583,1,6,3037,0,0,0
3.59,58070,17.94,0.266,0.512,0,8,861,1,1,1
23.03,68640,27.54,0.247,0.548,0,9,201,1,0,0
18.11,19321,14.09,0.349,0.762,2,10,113,0,0,0
45.03,14017,8.22,0.443,0.922,0,9,1166,1,0,0
9.86,42673,10.33,0.12,0.762,0,9,32,1,0,0
56.79,77599,8.14,0.042,0.599,0,5,673,1,0,0
9.58,82870,0.89,0.106,0.373,0,7,359,1,0,0
45.19,50587,7.58,0.451,0.721,0,15,2183,1,0,0
16.14,4565,45.1,0.19,0.885,0,8,1029,1,0,0
39.7,78761,32.57,0.109,0.922,0,14,2642,0,1,0
56.03,24321,24.31,0.209,0.999,0,8,953,1,0,0
30.65,59541,58.12,0.045,0.752,0,10,317,1,0,0
10.38,51352,7.67,0.266,0.844,0,11,3934,1,0,0
13.23,30623,21.55,0.066,0.642,0,13,776,1,0,0
15.14,27627,0.8,0.364,0.594,0,3,170,0,1,0
5.95,50822,55.64,0.064,0.494,0,10,1415,1,0,0
66.82,45629,14.84,0.131,0.827,0,8,1354,1,0,0
29.61,85284,4.9,0.22,0.825,1,7,509,1,0,0
10.93,84035,6.84,0.274,0.71,0,8,837,1,0,0
86.88,41184,47.14,0.1,0.992,1,6,527,0,0,0
15.47,846,2.88,0.352,0.672,0,11,1406,0,0,0
33.13,32392,64.82,0.138,1.0,0,9,812,0,0,0
14.01,64801,11.69,0.039,0.595,1,8,337,0,0,0
5.39,80118,7.23,0.196,0.719,0,14,102,0,0,0
9.1,54587,10.08,0.124,0.691,0,4,749,1,0,0
18.94,53539,13.15,0.308,0.85,0,9,1564,0,1,0
55.63,24031,19.86,0.187,0.751,0,11,78,1,1,0
35.77,6911,22.1,0.165,0.535,0,10,336,0,0,0
30.33,42543,14.85,0.053,0.409,0,12,1635,1,0,0
5.43,50368,14.78,0.535,0.889,1,9,1717,0,0,0
29.29,23625,19.83,0.27,0.317,3,5,57,0,0,1
32.43,78448,12.1,0.237,0.627,1,12,1508,1,1,0
24.64,75014,15.74,0.154,0.862,0,11,1673,1,0,0
67.08,60501,22.76,0.225,0.838,0,9,1916,1,0,0
73.55,32825,3.5,0.287,0.521,0,8,787,1,1,0
68.28,75412,36.1,0.107,0.643,0,12,3438,1,0,0
22.25,60832,28.53,0.127,0.976,0,7,541,1,0,0
12.15,81707,8.87,0.25,0.721,0,8,189,1,0,0
59.81,1304,15.37,0.272,0.954,0,11,331,1,1,0
9.1,50782,73.4,0.327,0.356,0,6,1920,1,0,0
128.74,53232,0.52,0.032,0.702,0,11,724,0,0,0
27.73,86223,41.7,0.216,0.615,0,7,2575,0,0,0
11.6,6003,17.92,0.585,0.607,0,6,3279,0,0,0
10.12,16796,24.11,0.261,0.633,2,10,2977,1,1,0
9.76,50770,28.84,0.223,1.0,0,8,271,1,0,0
30.33,70672,15.22,0.096,0.761,0,16,773,1,0,0
26.97,2777,5.33,0.18,0.424,0,7,3660,1,1,0
10.09,66275,60.09,0.137,0.752,1,10,335,1,0,0
20.39,54051,33.7,0.134,0.655,0,6,694,0,0,0
9.08,26824,20.5,0.162,0.866,0,7,3264,0,0,0
43.44,40353,14.88,0.35,0.775,0,7,253,1,0,0
25.95,46521,17.3,0.008,0.672,0,11,264,1,0,0
20.03,28658,43.37,0.316,1.0,0,10,461,0,0,0
9.67,71157,0.31,0.182,0.813,1,9,148,0,0,0
21.32,31825,50.12,0.164,0.757,0,8,345,1,1,0
19.46,24191,1.2,0.269,0.83,0,12,364,1,0,0
34.96,12367,23.92,0.049,0.579,0,16,407,1,0,0
30.99,1503,10.13,0.182,0.627,0,9,153,0,0,0
51.09,52379,28.35,0.034,1.0,0,10,270,1,0,0
18.4,827,2.24,0.224,0.584,0,5,451,0,0,0
6.12,19615,20.31,0.073,0.562,0,9,196,1,0,0
59.91,80625,48.32,0.466,0.522,0,7,286,1,0,0
12.82,52025,17.06,0.05,0.643,0,13,456,1,0,0
11.18,9809,2.2,0.131,1.0,0,7,565,0,0,0
26.19,78891,0.95,0.262,0.643,0,7,117,1,0,0
34.53,13947,24.27,0.151,1.0,0,12,603,1,0,0
17.73,5632,1.8,0.205,0.854,0,11,487,1,0,0
17.62,8886,1.85,0.22,0.529,0,9,716,1,0,0
19.83,20400,13.85,0.152,0.542,0,8,61,0,0,0
84.2,29792,5.88,0.147,0.588,0,11,1367,1,0,0
27.05,63414,5.71,0.245,1.0,0,9,385,1,0,0
12.5,22008,16.4,0.065,0.9,0,10,1409,1,0,0
12.6,81818,8.24,0.124,0.496,0,4,1238,0,0,0
22.18,5523,6.19,0.221,0.702,0,8,837,1,0,0
32.8,9438,18.06,0.099,0.851,1,5,457,0,0,0
39.93,18991,8.59,0.185,0.625,0,7,1720,0,1,0
29.94,48159,2.09,0.181,1.0,0,8,397,1,0,0
13.83,32759,28.7,0.169,0.784,0,8,373,0,0,0
19.31,61928,22.02,0.168,0.919,0,6,983,1,0,0
48.77,65823,5.96,0.132,0.979,0,8,773,0,0,0
10.84,15796,21.82,0.289,0.668,1,7,1158,1,0,0
18.68,70068,77.86,0.103,1.0,0,9,622,1,1,0
43.73,43137,78.36,0.385,0.79,1,12,134,0,0,0
54.61,33208,18.98,0.119,0.819,0,14,643,1,0,0
23.24,21996,2.58,0.18,0.781,1,6,852,1,0,0
19.51,4885,15.32,0.303,0.741,0,10,384,1,0,0
9.42,6864,0.68,0.335,0.613,0,9,629,1,0,0
41.29,56159,13.41,0.382,0.9,0,7,758,1,0,0
77.87,14565,60.04,0.27,0.774,1,5,565,1,1,0
211.06,65721,15.75,0.224,0.702,0,7,284,0,0,0
36.93,86177,19.99,0.345,0.678,0,18,1851,1,0,0
26.03,16348,4.3,0.089,0.745,0,9,2462,1,0,0
12.99,36311,0.39,0.092,0.883,0,6,650,1,0,0
6.03,37654,125.46,0.01,0.869,0,12,197,1,0,0
31.24,27154,10.32,0.049,1.0,0,8,1024,1,0,0
177.73,20548,8.19,0.231,0.739,0,11,748,0,0,0
74.94,31012,21.17,0.06,0.634,0,10,315,0,1,0
66.24,63190,34.19,0.255,0.789,0,10,1106,1,0,0
33.0,66170,7.24,0.252,0.903,1,3,2895,0,0,0
36.15,7577,18.56,0.298,0.867,1,10,2903,0,0,0
3.9,17687,10.11,0.361,0.81,0,10,2557,1,0,0
49.9,82452,16.39,0.13,0.814,0,7,1512,1,0,0
17.06,59225,4.4,0.058,0.569,0,4,179,1,0,0
15.47,19081,17.84,0.28,0.844,0,8,340,1,0,0
20.93,30620,1.21,0.558,0.645,0,5,2070,1,0,0
20.38,66488,45.81,0.201,0.735,0,5,1976,1,1,0
15.27,35573,24.7,0.307,0.76,0,8,824,1,0,0
27.42,47131,70.96,0.184,0.725,0,5,690,1,0,0
17.35,25555,22.89,0.117,0.857,0,16,282,1,0,0
29.38,4130,5.03,0.102,0.692,1,8,725,1,0,0
8.25,65115,16.54,0.154,0.666,0,13,1158,0,0,0
22.85,24326,27.32,0.482,0.746,0,10,359,1,1,0
11.28,52693,11.72,0.019,0.914,0,10,360,1,0,0
16.23,43533,20.11,0.025,0.651,0,6,407,1,0,0
30.41,3386,4.44,0.41,1.0,0,3,146,0,0,0
7.51,43837,37.53,0.067,0.8,0,7,336,0,0,0
14.04,42697,60.07,0.33,0.617,0,11,2865,0,0,0
42.74,26999,9.45,0.401,0.751,0,10,906,1,0,0
8.75,16149,39.42,0.362,0.766,0,7,99,0,0,0
112.43,60047,2.41,0.16,0.619,0,9,2375,1,0,0
71.06,78830,7.08,0.307,0.589,1,6,451,0,0,0
18.25,10727,15.49,0.092,0.98,0,10,622,1,0,0
14.44,71626,12.21,0.146,0.799,0,12,122,0,0,0
31.87,71031,24.16,0.33,0.658,0,12,422,1,0,0
8.52,51552,20.69,0.427,0.278,0,10,3963,1,0,0
5.46,12147,2.28,0.168,0.786,0,5,1046,0,0,0
18.78,69088,3.53,0.24,0.565,0,5,168,1,0,0
24.36,17362,1.33,0.112,0.57,0,10,491,1,0,0
29.24,39315,76.23,0.324,0.807,1,13,248,1,0,0
16.58,24978,25.92,0.13,0.543,0,9,447,0,0,0
75.13,10996,48.38,0.327,0.574,0,7,244,1,0,0
8.2,17898,19.48,0.041,0.783,0,6,1388,1,0,0
10.91,75275,5.39,0.148,0.926,1,12,696,1,0,0
40.02,16777,24.63,0.016,0.624,0,11,607,1,0,0
10.7,13297,17.6,0.323,1.0,0,9,399,1,0,0
98.6,67279,196.38,0.337,0.46,2,6,467,1,0,1
29.92,13536,11.62,0.459,0.586,0,18,1900,0,0,0
11.67,70972,26.25,0.149,0.404,1,12,1924,0,0,0
24.37,30589,24.04,0.171,0.606,0,6,86,0,0,0
15.49,421,4.11,0.05,0.507,1,6,848,1,1,0
13.61,55349,42.35,0.296,0.501,0,10,208,1,0,0
5.04,54444,25.27,0.103,0.661,0,9,1494,0,0,0
30.32,47350,19.19,0.202,0.653,0,9,114,1,1,0
10.0,6808,34.55,0.162,0.611,0,9,284,1,0,0
23.7,37481,4.17,0.215,0.848,0,12,2088,0,0,0
18.0,36544,63.05,0.34,0.638,0,10,443,1,0,0
22.98,86310,7.89,0.053,0.956,0,10,1194,1,0,0
24.05,78134,7.62,0.096,0.82,0,3,1004,1,0,0
31.66,28594,42.17,0.396,0.653,0,11,133,1,0,0
15.15,14980,10.16,0.204,0.518,0,15,1979,1,0,0
73.27,49401,44.4,0.324,0.719,0,4,223,0,0,0
6.18,37819,9.94,0.089,1.0,0,3,801,1,0,0
22.62,65126,20.0,0.208,1.0,0,10,1707,0,0,0
52.93,38879,6.56,0.227,0.493,2,18,3758,1,0,0
39.7,4391,32.87,0.335,0.895,0,12,678,0,1,0
12.43,85640,4.57,0.085,0.558,1,7,1119,0,0,0
14.2,20393,57.42,0.088,0.616,0,12,286,0,0,0
12.12,70441,11.62,0.049,0.981,0,13,882,1,0,0
43.79,51736,15.95,0.25,0.634,0,6,466,1,0,0
15.0,50917,0.61,0.101,0.67,0,5,1504,1,0,0
33.25,65526,93.02,0.099,0.809,1,6,726,0,0,0
33.5,63743,41.94,0.287,0.693,1,10,280,1,0,0
180.32,58486,14.81,0.189,0.796,0,17,1024,0,1,0
34.83,66650,63.23,0.175,0.638,0,18,1207,1,0,0
14.17,13010,66.86,0.059,0.938,0,6,768,0,0,0
8.43,50291,19.04,0.009,0.632,1,14,304,1,0,0
21.74,7967,6.66,0.326,1.0,0,8,661,0,0,0
24.65,42936,16.69,0.064,0.77,0,10,249,0,0,0
4.62,47692,9.82,0.03,0.76,0,10,499,1,0,0
15.32,33913,14.85,0.019,0.743,0,8,266,0,0,0
34.39,67163,60.59,0.127,0.934,0,3,1683,0,0,0
17.71,10050,8.28,0.336,0.612,0,15,1832,1,0,0
85.26,75210,31.95,0.531,0.828,0,14,192,1,0,1
7.79,58865,68.45,0.083,0.93,0,8,1292,1,0,0
46.6,14264,40.88,0.431,0.649,1,15,470,1,0,0
56.32,54007,18.73,0.167,0.79,0,11,2848,1,0,0
58.28,31961,20.75,0.113,0.77,1,9,311,1,0,0
7.75,49726,42.82,0.329,0.669,0,7,376,0,0,0
34.87,15759,1.14,0.2,0.675,1,10,542,1,0,0
15.88,5504,33.29,0.067,1.0,0,6,832,1,0,0
8.8,63699,18.82,0.113,0.885,0,13,387,1,0,0
19.47,47172,12.65,0.071,0.983,0,10,727,0,0,0
13.14,61816,36.41,0.22,0.487,0,13,306,1,1,0
56.63,64807,7.74,0.068,0.888,0,7,1006,0,0,0
40.87,21861,56.47,0.338,0.923,0,10,109,0,0,0
10.78,65152,29.16,0.323,0.819,0,12,1662,1,0,0
15.19,22289,23.55,0.11,0.501,1,8,741,1,0,0
19.99,51267,18.51,0.237,1.0,0,6,978,1,0,0
25.59,12271,5.98,0.122,0.926,0,11,2510,1,0,0
60.65,57504,23.99,0.11,1.0,0,9,1154,0,0,0
47.12,72729,32.27,0.251,0.472,0,7,170,1,0,0
28.25,41718,0.29,0.133,0.948,1,10,3908,1,0,0
22.01,32707,11.41,0.234,0.696,0,10,126,1,0,0
6.56,48573,44.66,0.205,0.676,0,11,917,1,0,0
76.22,9021,25.01,0.028,0.706,0,6,228,1,1,0
18.96,9040,23.88,0.525,0.856,0,10,211,1,1,0
94.05,73435,6.49,0.045,0.576,0,14,133,1,0,0
31.72,26552,25.0,0.308,0.557,0,16,867,0,0,0
137.03,4344,38.56,0.261,0.593,0,11,279,0,0,0
44.04,78938,12.84,0.09,0.705,0,6,120,1,0,0
8.62,7203,5.03,0.125,0.725,1,7,70,0,1,0
16.58,78854,2.01,0.089,0.725,0,8,1492,0,1,0
23.68,5440,17.62,0.459,0.822,1,10,839,0,0,0
13.48,43209,28.79,0.089,0.989,0,7,637,1,0,0
20.05,2892,4.44,0.046,0.902,0,10,627,1,1,0
9.08,85544,13.68,0.291,0.917,0,10,319,1,0,0
27.24,6687,21.02,0.193,0.695,1,9,157,1,0,0
32.78,23807,4.24,0.343,0.702,0,16,863,0,0,0
12.14,80925,7.86,0.124,0.773,1,12,271,0,0,0
128.02,30152,23.44,0.403,0.655,0,17,1859,0,0,0
